;Total;0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100 y más
Hombres;;;;;;;;;;;;;;;;;;;;;;
    03050-Campello, el;14,553;546;611;718;776;660;644;780;1,028;1,141;1,299;1,183;1,061;913;856;798;584;438;326;144;39;8
    03051-Campo de Mirra/Camp de Mirra, el;204;7;8;4;10;13;12;17;13;9;15;17;18;13;10;10;6;8;11;3;0;0
    03052-Cañada;614;17;34;36;30;33;26;26;39;61;51;38;44;36;34;30;26;19;21;11;2;0
    03053-Castalla;4,975;183;244;262;220;252;268;262;368;426;388;387;366;318;270;261;192;162;92;40;11;3
    03054-Castell de Castells;213;1;3;8;8;7;7;9;13;12;12;15;10;15;18;20;14;17;11;10;3;0
    03075-Castell de Guadalest, el;106;3;3;1;4;9;6;1;10;2;9;16;10;11;5;7;3;2;4;0;0;0
    03055-Catral;4,332;215;253;247;224;215;208;276;297;377;331;330;247;264;205;228;191;115;78;28;2;1
    03056-Cocentaina;5,643;226;257;250;287;267;293;310;359;408;418;444;447;408;336;261;219;189;158;83;21;2
    03057-Confrides;81;1;1;2;1;0;4;2;4;6;6;3;4;7;4;13;9;8;5;0;0;1
    03058-Cox;3,575;190;217;200;177;193;221;241;310;294;294;255;219;156;152;146;107;109;62;23;9;0
    03059-Crevillent;14,325;711;831;854;778;756;807;907;995;1,172;1,117;1,037;948;795;730;661;446;400;251;105;23;1
    03061-Daya Nueva;885;44;39;44;48;35;47;36;48;64;69;67;63;46;56;58;50;37;22;10;1;1
    03062-Daya Vieja;336;8;5;11;14;5;11;9;10;19;20;26;34;39;31;51;26;10;6;1;0;0
    03063-Dénia;21,747;848;956;1,083;1,084;1,055;1,081;1,218;1,488;1,872;1,865;1,852;1,637;1,389;1,231;1,082;814;621;375;150;40;6
    03064-Dolores;3,730;199;205;236;188;192;219;215;239;303;257;293;260;176;173;184;148;114;98;21;8;2
    03065-Elche/Elx;117,366;5,228;6,292;6,575;5,875;5,672;6,299;7,376;9,109;10,232;9,276;8,656;7,894;7,096;6,071;5,146;3,862;3,169;2,267;1,035;217;19
    03066-Elda;26,979;1,044;1,142;1,319;1,268;1,276;1,407;1,535;1,751;2,015;1,967;1,967;2,043;1,884;1,672;1,469;1,114;941;740;339;76;10
    03067-Facheca;54;0;1;4;0;0;5;3;3;4;1;3;7;2;6;3;4;4;2;2;0;0
    03068-Famorca;23;0;0;0;0;2;1;0;0;3;1;2;0;3;4;2;2;2;0;0;1;0
    03069-Finestrat;3,275;159;195;160;117;147;171;272;319;309;281;246;222;176;168;144;83;59;30;9;4;4
    03077-Fondó de les Neus, el/Hondón de las Nieves;1,238;34;38;31;45;59;54;68;47;72;70;86;102;111;145;116;57;53;34;13;3;0
    03070-Formentera del Segura;2,086;98;82;100;123;103;113;130;141;139;157;164;143;156;117;131;71;59;41;14;4;0
    03072-Gaianes;225;12;11;7;7;10;7;12;16;17;12;15;12;28;17;17;12;6;4;2;1;0
    03071-Gata de Gorgos;2,967;120;138;154;154;132;150;167;197;217;218;252;230;198;152;146;140;97;70;24;11;0
    03073-Gorga;109;3;6;1;3;3;7;8;3;6;6;8;17;7;5;8;7;5;3;3;0;0
    03074-Granja de Rocamora;1,218;77;73;65;55;59;77;84;118;99;113;81;59;49;47;50;44;38;22;8;0;0
    03076-Guardamar del Segura;7,856;307;338;415;375;304;360;449;572;633;622;600;511;480;470;540;364;276;143;76;18;3
    03078-Hondón de los Frailes;582;14;14;20;11;10;18;22;18;35;35;44;59;63;77;69;42;19;8;4;0;0
    03079-Ibi;11,742;454;546;629;570;593;593;661;836;982;951;908;846;713;682;593;406;383;252;118;25;1
    03080-Jacarilla;992;32;34;60;52;47;57;46;55;64;90;100;63;56;52;58;49;36;32;8;1;0
    03082-Jávea/Xàbia;13,923;490;663;701;644;634;602;748;946;1,043;974;1,124;981;947;933;949;700;423;281;103;27;10
    03083-Jijona/Xixona;3,523;111;135;165;124;153;191;199;224;231;263;294;259;250;216;191;146;173;137;49;11;1
    03085-Llíber;461;14;9;16;9;18;18;13;20;19;30;36;51;39;52;60;30;17;7;3;0;0
    03084-Lorcha/Orxa, l';294;5;5;9;10;15;23;15;11;14;16;18;27;19;19;26;14;27;13;7;1;0
    03086-Millena;110;2;0;2;2;5;6;5;7;6;7;11;8;11;15;6;10;3;3;1;0;0
    03088-Monforte del Cid;3,873;212;208;240;201;175;231;289;383;347;316;283;239;179;143;133;110;84;71;23;5;1
    03089-Monóvar/Monòver;6,098;229;288;292;255;275;302;362;411;506;436;462;417;399;354;321;251;232;189;87;28;2
    03903-Montesinos, Los;2,448;122;107;103;123;121;106;144;180;161;197;188;182;143;158;197;96;58;35;20;7;0
    03091-Murla;250;0;8;9;5;9;10;1;9;12;11;19;23;25;28;21;19;15;15;9;2;0
    03092-Muro de Alcoy;4,687;245;258;292;224;227;244;254;336;385;373;349;333;254;241;187;158;136;119;58;11;3
    03090-Mutxamel;12,690;535;672;850;709;612;631;743;971;1,195;1,155;1,003;868;758;616;487;315;276;185;78;27;4
    03093-Novelda;12,881;457;588;706;710;703;671;759;920;1,100;998;1,019;882;783;625;593;482;404;325;129;23;4
    03094-Nucia, la;9,178;413;478;522;398;398;429;526;795;905;767;702;603;536;458;477;334;209;131;66;28;3
    03095-Ondara;3,434;158;185;171;162;155;178;217;282;308;275;250;230;177;185;157;138;105;65;27;9;0
    03096-Onil;3,750;169;179;170;191;150;188;257;244;290;284;300;277;246;229;166;136;125;91;49;6;3
    03097-Orba;1,100;23;52;39;25;36;34;37;57;62;78;71;79;90;116;120;93;48;25;11;3;1
    03099-Orihuela;39,054;1,557;1,749;2,044;1,903;1,767;1,953;2,046;2,485;2,884;2,970;2,958;2,763;2,540;2,546;2,581;1,874;1,311;748;301;65;9
    03098-Orxeta;357;8;17;16;9;14;16;20;22;31;27;28;32;31;26;22;11;9;16;0;2;0
    03100-Parcent;483;5;14;21;23;16;11;24;21;20;32;32;42;45;43;55;36;19;18;4;2;0
    03101-Pedreguer;3,890;166;179;188;183;156;192;214;281;282;298;285;291;267;209;245;184;141;94;26;7;2
    03102-Pego;5,071;178;191;225;229;179;233;232;347;360;378;371;372;327;329;349;301;236;155;62;13;4
    03103-Penàguila;140;2;7;7;2;6;6;8;5;9;11;14;7;8;10;6;12;10;3;7;0;0
    03104-Petrer;17,237;703;872;1,008;933;803;886;943;1,285;1,480;1,461;1,479;1,272;1,073;862;681;495;461;343;156;35;6
    03902-Pilar de la Horadada;10,669;546;562;572;520;509;576;678;721;789;745;747;664;636;688;689;507;297;156;55;11;1
    03105-Pinós, el/Pinoso;3,940;160;207;200;193;188;210;225;275;316;313;327;284;231;216;177;126;137;108;36;11;0
    03106-Planes;318;7;5;11;10;5;12;10;17;14;20;20;39;29;27;31;18;15;15;10;3;0
    03901-Poblets, els;1,429;32;42;54;52;55;42;43;71;85;102;90;119;110;142;157;119;66;31;14;3;0
    03107-Polop;2,424;103;134;143;104;107;111;148;264;227;206;180;150;131;118;105;66;58;41;21;5;2
    03060-Quatretondeta;56;1;1;3;0;0;2;2;1;1;2;4;6;7;10;2;3;3;3;4;0;1
    03109-Rafal;2,258;131;144;148;144;113;120;152;189;178;176;181;134;95;79;70;73;68;47;14;2;0
    03110-Ràfol d'Almúnia, el;319;9;11;10;13;6;14;13;15;20;19;23;26;27;31;40;19;13;6;3;1;0
    03111-Redován;3,800;191;212;236;215;203;214;271;309;296;288;276;243;199;163;118;105;113;83;47;17;1
    03112-Relleu;561;9;14;32;17;12;18;22;25;39;43;43;55;49;57;49;37;15;15;7;2;1
    03113-Rojales;8,346;187;241;271;242;281;249;267;356;396;437;575;659;815;993;1,153;646;353;154;54;16;1
    03114-Romana, la;1,171;33;43;52;52;32;43;60;71;80;88;83;88;98;94;91;60;45;34;18;6;0
    03115-Sagra;210;6;4;5;7;11;2;4;14;13;11;19;10;15;19;25;24;10;5;5;1;0
    03116-Salinas;775;24;37;39;35;34;30;54;61;50;53;69;69;52;42;42;24;23;22;12;3;0
    03118-San Fulgencio;3,891;107;122;115;128;94;114;153;168;202;222;258;318;371;490;487;322;142;57;17;3;1
    03904-San Isidro;962;44;52;42;46;52;74;78;95;78;75;70;69;45;34;37;29;18;18;6;0;0
    03120-San Miguel de Salinas;2,990;104;126;139;114;117;116;141;168;204;211;214;234;239;221;240;214;105;59;20;4;0
    03122-San Vicente del Raspeig/Sant Vicent del Raspeig;29,521;1,333;1,618;1,758;1,587;1,499;1,694;1,934;2,522;2,911;2,420;2,214;1,813;1,600;1,325;1,147;769;632;470;219;47;9
    03117-Sanet y Negrals;326;3;9;10;9;9;10;15;17;19;23;26;28;27;23;39;29;18;12;0;0;0
    03119-Sant Joan d'Alacant;12,377;463;658;720;664;600;559;746;924;1,103;1,055;936;828;704;641;550;375;353;301;153;35;9
    03121-Santa Pola;16,081;704;831;838;726;695;799;1,023;1,381;1,524;1,326;1,246;955;951;808;787;604;466;262;120;28;7
    03123-Sax;4,877;225;230;278;259;207;293;310;320;403;349;370;344;325;283;250;146;146;98;29;11;1
    03124-Sella;274;9;6;11;9;9;12;16;8;20;16;24;22;14;15;23;18;19;16;5;2;0
    03125-Senija;282;14;16;16;12;8;10;20;20;18;19;23;22;13;18;20;12;10;9;2;0;0
    03127-Tàrbena;311;6;9;11;16;10;13;7;11;18;21;30;25;20;26;21;24;23;11;5;3;1
    03128-Teulada;5,571;191;207;232;242;206;261;271;335;386;394;428;370;353;437;471;386;222;124;41;13;1
    03129-Tibi;763;24;33;36;18;32;42;35;42;57;59;67;73;51;54;54;33;28;10;10;5;0
    03130-Tollos;27;0;0;0;0;0;0;0;0;0;1;0;1;3;2;4;6;6;3;1;0;0
    03131-Tormos;177;8;7;8;5;5;6;8;11;8;9;14;18;15;13;18;11;6;3;4;0;0
    03132-Torremanzanas/Torre de les Maçanes, la;309;4;4;9;10;15;17;16;12;17;20;27;33;28;20;21;19;17;13;7;0;0
    03133-Torrevieja;42,068;1,603;1,775;2,064;1,910;1,887;2,048;2,454;3,011;3,330;3,236;3,056;2,859;2,619;2,728;2,777;2,084;1,486;779;287;60;15
    03134-Vall d'Alcalà, la;75;0;4;4;2;1;2;2;4;5;12;5;2;5;6;5;7;4;3;2;0;0
    03136-Vall de Gallinera;267;4;8;12;9;10;13;7;18;16;23;24;20;18;18;16;16;14;15;3;3;0
    03137-Vall de Laguar, la;419;15;8;5;15;21;16;17;28;28;17;30;32;19;32;30;32;36;28;6;4;0
    03135-Vall d'Ebo, la;105;0;1;2;5;3;5;4;2;3;4;11;10;10;8;12;3;3;10;6;3;0
    03138-Verger, el;2,338;115;93;109;110;106;112;131;201;197;159;157;145;146;123;128;105;96;70;27;8;0
    03139-Villajoyosa/Vila Joiosa, la;17,377;707;812;925;809;784;919;1,183;1,409;1,480;1,416;1,373;1,214;1,063;890;810;573;508;357;117;26;2
    03140-Villena;16,908;737;849;923;824;863;892;1,002;1,197;1,338;1,282;1,268;1,285;1,036;891;775;607;507;404;184;44;0
    03081-Xaló;1,361;51;56;60;49;50;55;68;104;73;116;100;81;113;100;103;72;61;28;13;6;2
    04001-Abla;614;16;19;19;13;37;40;37;38;42;37;44;42;49;33;30;24;42;35;15;2;0
    04002-Abrucena;565;11;10;18;19;37;41;28;29;28;35;48;36;47;41;29;37;34;28;7;1;1
    04003-Adra;12,315;645;649;709;694;669;771;852;1,033;1,011;916;886;818;716;547;445;383;319;178;56;16;2
    04004-Albanchez;362;8;6;14;9;6;9;8;11;27;19;27;21;27;35;56;31;17;20;5;6;0
    04005-Alboloduy;314;11;12;9;6;12;17;17;18;20;19;20;19;23;23;21;21;20;18;5;3;0
    04006-Albox;5,774;279;298;294;291;280;354;352;424;436;385;383;401;338;376;306;197;187;123;54;13;3
    04007-Alcolea;397;10;11;10;21;30;30;20;17;15;21;43;44;27;16;21;15;19;22;5;0;0
    04008-Alcóntar;227;5;4;7;8;13;12;14;12;8;18;23;16;15;15;14;15;14;8;5;1;0
    04009-Alcudia de Monteagud;79;0;1;0;2;3;2;4;3;3;8;7;5;10;10;7;4;5;3;1;1;0
    04010-Alhabia;320;7;7;8;18;16;28;16;21;24;23;25;22;18;20;18;16;14;9;8;2;0
    04011-Alhama de Almería;1,812;80;93;95;91;106;117;100;132;138;127;128;122;102;94;81;65;68;52;18;1;2
    04012-Alicún;96;0;6;5;5;5;4;3;3;8;6;9;3;10;8;8;5;5;3;0;0;0
    04013-Almería;101,538;4,927;5,406;5,689;5,194;5,083;5,855;6,469;7,732;8,214;7,654;7,777;6,978;5,951;5,066;4,405;3,224;2,830;1,978;842;195;69
    04014-Almócita;81;1;1;1;2;2;6;2;5;6;6;2;12;8;5;5;1;6;6;4;0;0
    04015-Alsodux;50;0;0;0;1;1;0;3;1;2;5;5;7;5;5;5;3;4;3;0;0;0
    04016-Antas;1,568;77;81;73;88;92;77;103;110;116;124;103;97;87;82;69;73;63;35;14;4;0
    04017-Arboleas;2,284;28;49;65;74;53;46;76;64;110;123;175;223;284;334;307;146;70;40;10;5;2
    04018-Armuña de Almanzora;158;1;7;7;8;3;10;8;11;6;13;11;9;9;15;10;11;8;9;2;0;0
    04019-Bacares;116;1;2;3;1;6;2;4;2;3;3;6;13;12;10;10;9;12;8;8;1;0
    04904-Balanegra;1,426;67;88;88;76;89;99;98;98;132;127;123;87;71;44;47;35;32;17;7;1;0
    04020-Bayárcal;146;5;5;7;1;3;7;9;10;13;11;10;10;12;11;13;7;7;4;1;0;0
    04021-Bayarque;113;1;3;5;8;1;5;3;8;4;12;13;3;7;12;6;8;4;7;3;0;0
    04022-Bédar;480;8;7;12;13;14;11;9;19;17;32;31;58;67;63;51;34;18;11;5;0;0
    04023-Beires;54;0;2;0;1;2;4;1;0;1;2;5;6;6;6;6;2;2;6;2;0;0
    04024-Benahadux;2,222;147;157;160;103;104;134;169;210;220;148;159;119;107;101;49;42;49;24;18;1;1
    04026-Benitagla;26;0;1;0;0;0;2;0;0;2;1;2;1;2;2;1;4;4;1;2;0;1
    04027-Benizalón;119;0;4;4;3;7;6;4;8;3;9;11;9;13;5;13;7;7;1;3;2;0
    04028-Bentarique;105;3;4;3;2;2;4;2;8;7;4;11;7;11;14;7;5;5;3;3;0;0
    04029-Berja;6,122;282;312;381;285;368;388;448;454;459;459;482;414;331;258;222;193;199;129;51;7;0
    04030-Canjáyar;573;10;14;18;16;30;30;32;23;18;36;49;42;42;38;40;46;48;35;4;1;1
    04031-Cantoria;1,579;47;55;66;72;60;63;65;84;110;130;130;105;103;146;109;90;79;37;13;12;3
    04032-Carboneras;3,884;202;190;214;224;186;232;266;324;309;292;303;250;263;203;178;109;79;38;16;5;1
    04033-Castro de Filabres;62;2;0;1;0;2;3;2;3;6;1;5;7;7;4;5;4;4;5;0;1;0
    04036-Chercos;136;5;4;6;9;8;7;6;6;10;12;10;8;5;13;9;9;5;1;3;0;0
    04037-Chirivel;724;12;21;25;25;26;32;39;38;27;50;57;50;40;51;44;59;64;37;22;5;0
    04034-Cóbdar;72;3;3;1;1;0;4;2;7;2;1;6;9;5;11;2;5;4;5;1;0;0
    04035-Cuevas del Almanzora;6,738;407;424;411;349;356;411;479;524;508;456;440;429;363;333;299;171;188;119;57;10;4
    04038-Dalías;2,018;85;97;105;109;100;140;116;145;153;142;156;107;110;107;98;84;73;53;26;11;1
    04902-Ejido, El;39,998;2,680;2,786;2,605;2,290;2,357;2,639;3,035;3,560;3,661;3,225;2,848;2,227;1,707;1,287;1,075;776;659;417;128;35;1
    04041-Enix;207;7;7;4;3;8;12;12;21;12;8;17;18;20;20;13;10;3;8;4;0;0
    04043-Felix;271;6;10;10;11;11;13;9;19;21;20;22;25;28;15;13;18;4;8;4;4;0
    04044-Fines;986;44;47;55;53;49;59;69;72;62;75;83;80;53;52;42;30;26;25;10;0;0
    04045-Fiñana;992;31;29;42;59;53;65;43;63;50;66;67;95;69;56;47;45;42;45;21;4;0
    04046-Fondón;475;11;16;18;26;19;20;21;23;29;47;32;41;31;24;21;31;38;20;6;1;0
    04047-Gádor;1,443;71;65;81;76;82;93;83;119;113;103;108;83;79;78;74;34;60;26;10;4;1
    04048-Gallardos, Los;1,386;60;57;48;60;58;56;87;82;94;94;93;91;97;125;120;76;50;21;15;2;0
    04049-Garrucha;4,449;243;263;277;245;237;272;340;382;408;370;299;275;240;182;156;109;76;54;19;2;0
    04050-Gérgal;487;25;19;24;17;21;27;27;34;33;33;20;37;33;33;19;30;21;21;10;2;1
    04051-Huécija;247;8;10;13;14;9;15;12;13;15;13;22;22;11;17;12;17;10;6;7;1;0
    04052-Huércal de Almería;8,692;530;634;759;515;415;466;553;857;1,103;819;691;445;288;181;159;90;96;63;25;3;0
    04053-Huércal-Overa;9,613;518;510;577;480;518;552;592;704;791;726;665;594;518;469;458;324;288;203;102;21;3
    04054-Íllar;183;6;4;4;5;6;8;12;11;7;8;22;17;17;11;6;8;18;9;4;0;0
    04055-Instinción;215;4;11;4;10;6;12;12;14;11;10;13;16;13;15;20;15;8;14;7;0;0
    04056-Laroya;81;2;3;3;6;2;5;8;3;6;9;8;5;5;5;4;2;2;3;0;0;0
    04057-Láujar de Andarax;770;21;28;47;38;30;36;41;47;56;48;52;64;55;41;46;37;42;22;16;2;1
    04058-Líjar;183;4;6;6;7;8;12;9;5;10;11;13;15;11;15;18;8;12;11;2;0;0
    04059-Lubrín;741;14;22;24;19;21;25;38;42;35;33;47;44;58;76;67;58;45;44;23;6;0
    04060-Lucainena de las Torres;251;9;6;7;13;12;9;13;16;27;20;11;16;21;16;28;7;9;9;2;0;0
    04061-Lúcar;390;8;20;17;16;19;19;19;27;25;27;30;31;32;27;16;10;20;15;9;3;0
    04062-Macael;2,679;116;109;134;135;141;149;152;203;189;216;245;179;182;150;116;96;86;57;19;5;0
    04063-María;601;17;17;21;30;29;34;30;26;28;30;48;49;41;41;37;38;40;24;16;3;2
    04064-Mojácar;3,271;96;125;146;111;121;142;180;193;235;213;274;248;276;310;278;158;96;42;21;5;1
    04903-Mojonera, La;3,946;270;291;256;257;273;276;289;317;302;303;275;246;171;133;96;79;75;22;12;3;0
    04065-Nacimiento;240;5;5;10;10;7;12;13;14;12;17;14;29;21;16;11;8;15;12;4;5;0
    04066-Níjar;13,588;1,018;1,007;908;742;830;982;1,098;1,180;1,151;1,000;847;718;550;442;405;249;247;145;56;12;1
    04067-Ohanes;288;8;3;5;13;5;21;11;6;13;17;22;25;21;19;27;19;20;19;13;1;0
    04068-Olula de Castro;87;0;0;4;2;5;6;4;3;7;6;9;10;3;11;3;3;8;1;1;1;0
    04069-Olula del Río;3,028;120;126;165;170;171;169;186;215;247;258;260;216;186;138;127;85;100;60;22;7;0
    04070-Oria;1,079;23;33;31;40;44;36;58;57;60;77;85;79;91;83;92;66;47;53;19;5;0
    04071-Padules;202;4;2;8;7;5;8;5;14;2;14;9;14;16;20;19;9;20;16;6;3;1
    04072-Partaloa;546;2;11;7;16;11;13;8;14;18;27;55;56;81;60;87;36;21;13;8;1;1
    04073-Paterna del Río;156;3;7;3;2;9;7;11;7;8;10;14;14;11;11;12;6;14;5;2;0;0
    04074-Pechina;1,994;123;106;140;104;111;115;145;166;184;151;156;122;108;82;57;47;37;30;10;0;0
    04075-Pulpí;4,772;264;254;271;253;293;339;395;412;399;378;325;273;234;219;162;114;95;59;28;5;0
    04076-Purchena;767;23;27;45;45;36;43;46;53;50;63;61;56;43;48;42;34;19;19;10;3;1
    04077-Rágol;150;2;2;2;5;4;7;10;10;10;7;11;9;11;18;20;10;8;3;1;0;0
    04078-Rioja;697;24;36;45;33;36;41;60;45;62;49;53;51;44;23;24;21;20;23;5;2;0
    04079-Roquetas de Mar;46,690;2,847;3,120;3,018;2,515;2,583;2,927;3,626;4,333;4,731;4,035;3,376;2,746;2,097;1,555;1,239;785;579;382;171;21;4
    04080-Santa Cruz de Marchena;105;0;3;1;1;3;3;6;4;4;9;13;8;10;10;12;10;4;2;1;1;0
    04081-Santa Fe de Mondújar;218;8;11;8;10;16;14;10;17;9;13;16;17;15;13;12;8;9;7;5;0;0
    04082-Senés;139;1;1;2;3;8;7;5;8;3;15;13;9;9;9;8;10;9;10;3;4;2
    04083-Serón;997;24;36;37;35;39;64;47;67;61;72;74;72;63;45;61;66;61;49;18;5;1
    04084-Sierro;177;2;2;5;6;9;10;11;10;11;11;12;15;11;17;15;7;10;10;2;1;0
    04085-Somontín;218;2;7;5;13;9;13;12;10;8;16;18;19;18;15;15;12;10;11;3;2;0
    04086-Sorbas;1,134;38;45;53;32;43;65;57;79;63;82;78;78;67;96;80;70;53;35;17;2;1
    04087-Suflí;95;1;1;2;4;4;5;3;4;4;13;8;14;10;5;8;2;4;3;0;0;0
    04088-Tabernas;1,790;90;85;75;88;102;114;110;133;128;135;129;118;112;86;92;54;70;38;24;6;1
    04089-Taberno;475;15;17;11;18;13;28;30;27;23;31;35;33;33;34;25;31;29;28;10;2;2
    04090-Tahal;185;3;2;4;7;7;8;11;13;12;15;15;11;16;13;21;12;10;2;3;0;0
    04091-Terque;179;2;4;2;5;6;6;6;9;12;8;19;13;11;14;15;11;17;14;3;2;0
    04092-Tíjola;1,778;64;105;94;118;95;121;100;123;108;131;142;124;82;82;87;43;90;40;25;4;0
    04901-Tres Villas, Las;261;6;1;7;7;12;17;15;10;14;14;23;20;26;25;22;11;14;12;4;1;0
    04093-Turre;1,730;78;76;80;77;78;90;99;135;119;126;119;119;118;110;117;77;55;42;10;4;1
    04094-Turrillas;102;0;2;4;1;5;7;5;5;9;9;9;6;4;12;8;3;6;2;2;2;1
    04095-Uleila del Campo;415;12;9;11;23;6;22;22;28;26;25;29;26;33;33;26;23;30;19;11;1;0
    04096-Urrácal;168;5;3;3;4;15;9;8;9;9;8;14;17;19;14;13;6;4;3;5;0;0
    04097-Velefique;109;1;0;1;1;3;9;3;6;3;3;4;14;14;11;12;5;12;6;1;0;0
    04098-Vélez-Blanco;923;25;21;38;43;31;49;56;45;63;50;65;84;65;57;56;46;49;37;36;6;1
    04099-Vélez-Rubio;3,348;136;133;156;152;150;199;179;216;213;227;250;258;196;199;174;135;167;127;64;14;3
    04100-Vera;8,056;466;525;550;472;419;460;535;687;755;651;581;504;385;326;283;180;144;90;36;7;0
    04101-Viator;2,881;195;199;172;153;136;202;253;281;266;194;204;138;132;111;87;41;57;42;11;6;1
    04102-Vícar;12,011;772;804;806;721;821;816;1,014;1,055;1,069;908;809;693;549;335;286;206;162;119;53;9;4
    04103-Zurgena;1,515;38;63;60;47;41;52;75;75;76;77;117;112;137;172;172;94;53;35;13;3;3
    05001-Adanero;85;0;0;1;4;5;2;6;3;8;8;7;1;5;5;8;6;7;4;3;1;1
    05002-Adrada, La;1,194;45;72;51;55;53;42;62;85;113;91;96;97;72;84;46;45;32;36;11;3;3
    05005-Albornos;85;1;3;2;8;0;3;4;3;3;7;4;10;3;4;5;8;7;5;3;2;0
    05007-Aldeanueva de Santa Cruz;56;1;2;1;1;2;1;1;1;3;6;3;4;0;3;4;9;6;6;1;0;1
    05008-Aldeaseca;122;7;3;5;2;5;5;6;8;5;5;7;10;7;14;9;6;5;8;5;0;0
    05010-Aldehuela, La;79;0;3;2;2;1;5;3;5;3;5;8;3;2;4;7;8;8;5;4;0;1
    05012-Amavida;62;2;0;4;0;3;2;3;2;8;1;4;5;0;9;6;2;3;4;2;1;1
    05013-Arenal, El;476;15;12;15;16;15;16;17;23;23;34;30;32;22;40;46;41;33;30;13;3;0
    05014-Arenas de San Pedro;3,272;95;126;150;142;151;131;135;217;210;231;247;279;258;213;183;152;156;119;58;16;3
    05015-Arevalillo;38;2;0;2;0;1;2;0;2;2;2;3;2;2;1;0;4;6;4;3;0;0
    05016-Arévalo;4,109;173;176;203;219;229;181;214;246;326;369;334;319;253;203;193;158;142;110;49;12;0
    05017-Aveinte;36;0;0;0;0;0;5;0;1;2;2;3;3;3;0;2;4;3;6;1;1;0
    05018-Avellaneda;10;0;0;0;1;0;0;0;0;1;0;1;2;1;0;0;0;4;0;0;0;0
    05019-Ávila;30,270;1,213;1,375;1,461;1,463;1,484;1,513;1,648;2,083;2,425;2,304;2,334;2,366;2,008;1,553;1,439;1,121;978;848;475;150;29
    05021-Barco de Ávila, El;1,189;28;47;52;54;51;43;54;73;86;81;104;96;68;73;51;75;55;61;20;13;4
    05022-Barraco, El;906;24;27;36;43;32;58;51;43;50;69;67;75;56;53;53;34;58;49;20;7;1
    05023-Barromán;85;0;2;1;1;7;1;4;2;5;8;10;10;1;4;6;7;10;4;2;0;0
    05024-Becedas;91;0;0;3;0;2;1;4;1;2;6;4;6;7;4;5;11;16;11;7;1;0
    05025-Becedillas;38;1;0;0;1;1;1;4;2;2;3;0;1;8;2;1;3;3;3;2;0;0
    05026-Bercial de Zapardiel;94;1;0;1;3;1;5;2;5;4;6;2;6;7;7;12;7;9;10;6;0;0
    05027-Berlanas, Las;151;2;8;4;4;5;4;7;5;7;14;15;13;6;12;6;12;9;10;6;2;0
    05029-Bernuy-Zapardiel;42;0;1;1;1;1;2;0;1;1;2;2;4;2;1;6;4;3;4;4;2;0
    05030-Berrocalejo de Aragona;22;0;2;1;1;0;1;2;0;1;2;1;2;1;0;3;1;1;1;2;0;0
    05033-Blascomillán;90;0;3;1;3;3;7;8;3;5;3;4;6;6;6;6;8;10;3;4;1;0
    05034-Blasconuño de Matacabras;8;0;0;0;0;0;0;0;0;1;0;0;0;3;2;0;1;0;0;1;0;0
    05035-Blascosancho;52;0;0;4;2;3;2;1;3;2;5;3;2;2;3;3;7;2;4;4;0;0
    05036-Bohodón, El;60;0;0;1;2;4;3;5;2;1;5;5;2;5;1;4;7;6;6;1;0;0
    05037-Bohoyo;102;1;2;2;1;5;5;2;2;4;7;4;7;5;5;8;10;13;9;6;3;1
    05038-Bonilla de la Sierra;49;0;0;3;1;0;1;2;2;1;4;1;4;6;3;2;5;4;6;4;0;0
    05039-Brabos;17;0;0;0;0;0;1;2;1;0;1;0;2;2;1;2;1;1;1;1;1;0
    05040-Bularros;23;0;0;0;0;0;0;0;0;0;1;2;2;0;1;2;1;6;2;3;2;1
    05041-Burgohondo;573;30;24;24;19;25;16;42;31;27;36;29;37;41;37;31;34;33;36;14;7;0
    05042-Cabezas de Alambre;79;1;2;1;1;4;3;3;4;5;2;5;4;9;6;5;5;9;6;4;0;0
    05043-Cabezas del Pozo;34;1;0;0;0;1;1;0;2;0;1;3;2;1;3;2;4;8;3;2;0;0
    05044-Cabezas del Villar;118;1;6;4;4;2;4;4;6;9;6;5;4;5;5;10;10;13;10;7;2;1
    05045-Cabizuela;41;0;1;0;0;2;4;0;4;1;1;2;4;1;4;2;4;5;5;1;0;0
    05046-Canales;20;0;0;2;0;0;0;3;3;1;1;3;1;2;1;2;0;0;1;0;0;0
    05047-Candeleda;2,482;99;91;105;104;104;89;120;170;176;173;220;189;158;123;131;124;111;126;50;16;3
    05048-Cantiveros;44;0;0;0;1;2;0;2;0;1;3;4;1;3;3;5;4;6;5;1;3;0
    05049-Cardeñosa;207;2;3;2;9;6;13;11;7;9;14;30;18;11;9;7;12;16;13;12;2;1
    05051-Carrera, La;79;1;4;1;5;3;2;2;5;4;5;4;4;5;5;13;7;4;5;0;0;0
    05052-Casas del Puerto;42;1;0;0;1;0;0;4;1;1;2;3;3;4;7;1;6;3;4;1;0;0
    05053-Casasola;30;0;0;0;0;0;1;1;2;2;0;0;0;2;1;3;1;5;7;4;1;0
    05054-Casavieja;688;21;29;26;32;28;23;30;37;59;51;64;51;45;36;41;33;35;34;10;3;0
    05055-Casillas;304;6;6;13;9;18;15;8;10;20;18;19;32;15;13;24;17;31;15;12;3;0
