UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES
 PUESTO DE CABEZON DE LA SAL;CANTABRIA;CANTABRIA;CABEZON DE LA SAL; AVDA. GENERAL VIGON 61;39500;942700158;
 PUESTO DE CABUERNIGA;CANTABRIA;CANTABRIA;CABUERNIGA; AVDA. DEL CARMEN, 2;39510;942706012;
 PUESTO DE COMILLAS;CANTABRIA;CANTABRIA;COMILLAS; PSO. JESUS CANCIO, 12;39520;942720035;
 PUESTO DE ESPINILLA;CANTABRIA;CANTABRIA;ESPINILLA; C/ CARRETERA, S/N;39211;942779538;
 PUESTO DE GALIZANO;CANTABRIA;CANTABRIA;GALIZANO; C/ EL CRUCE N∫ 41;39160;942505042;
 PUESTO DE GURIEZO;CANTABRIA;CANTABRIA;GURIEZO; B. LA MAGDALENA, S/N;39780;942850023;
 PUESTO DE LAREDO;CANTABRIA;CANTABRIA;LAREDO; AVDA. DUQUE DE AHUMADA, 4;39770;942605135;
 PUESTO DE LIENDO;CANTABRIA;CANTABRIA;LIENDO; B. LLATAZOS, 50;39776;942643013;
 PUESTO DE LOS CORRALES DE BUELNA;CANTABRIA;CANTABRIA;LOS CORRALES DE BUELNA; AVDA. DE CANTABRIA, S/N;39400;942830241;
 PUESTO DE MOLLEDO;CANTABRIA;CANTABRIA;MOLLEDO;C/ GARCIA LOMAS N∫ 22;39430;942828046;
 PUESTO DE NOJA;CANTABRIA;CANTABRIA;NOJA; C/ ARENAL, 11;39180;942630231;
 PUESTO DE ONTANEDA;CANTABRIA;CANTABRIA;ONTANEDA; B. LA ESTACION, S/N;39680;942594006;
 PUESTO DE PEDRE—A;CANTABRIA;CANTABRIA;PEDRE—A; C/ VENTURA ONTA—ON CASTANEDO,257;39130;942500010;
 PUESTO DE PESUES;CANTABRIA;CANTABRIA;PESUES; PZA. SANCHEZ DE COS, 1;39548;942718013;
 PUESTO DE POLANCO;CANTABRIA;CANTABRIA;POLANCO; B. OBRERO, C-4;39313;942824380;
 PUESTO DE POLIENTES;CANTABRIA;CANTABRIA;POLIENTES;AVENIDA CANTABRIA N∫ 11;39220;942776014;
 PUESTO DE POTES;CANTABRIA;CANTABRIA;POTES; C/ OBISPO, 15;39570;942730007;
 PUESTO DE PUENTENANSA;CANTABRIA;CANTABRIA;PUENTEMANSA; C/ MIES DE LA IGLESIA S/N;39554;942728031;
 PUESTO DE RAMALES DE LA VICTORIA;CANTABRIA;CANTABRIA;RAMALES DE LA VICTORIA; AVDA. BARON DE AZDANETA, 19;39800;942646006;
 PUESTO DE REINOSA;CANTABRIA;CANTABRIA;REINOSA; TRV. HEROES GUARDIA CIVIL, 10;39200;942774446;
 PUESTO DE RENEDO;CANTABRIA;CANTABRIA;RENEDO;BARRIO SORRIBERTO ALTO, 68 B;39470;942570069;
 PUESTO DE SAN VICENTE DE LA BARQUERA;CANTABRIA;CANTABRIA;SAN VICENTE DE LA BARQUERA; C/ ALTA, 8;39540;942710007;
 PUESTO DE SANTA MARIA DE CAYON;CANTABRIA;CANTABRIA;SANTA MARIA DE CAYON; B∫ EL SOMBRERO, 39;39694;942563233;
 PUESTO DE SANTANDER;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942332269;
 PUESTO DE SANTILLANA DEL MAR;CANTABRIA;CANTABRIA;SANTILLANA DEL MAR; AVDA. DE ANTONIO SANDI, S/N;39330;942818010;
 PUESTO DE SANTO—A;CANTABRIA;CANTABRIA;SANTO—A; C/ LA ALAMEDA, 8;39740;942660443;
 PUESTO DE SELAYA;CANTABRIA;CANTABRIA;SELAYA; PZA. JACOBO ROLDAN LOSADA, S/N;39696;942590266;
 PUESTO DE SUANCES;CANTABRIA;CANTABRIA;SUANCES; C/ LAS PE—IAS, 4;39340;942810024;
 PUESTO DE TORRELAVEGA;CANTABRIA;CANTABRIA;TORRELAVEGA; C/ SANTA TERESA DE JESUS, 1;39317;942808090;
 PUESTO DE VALDECILLA;CANTABRIA;CANTABRIA;VALDECILLA; C/ SANTA MATILDE, 3;39724;942520196;
 PUESTO DE VEGA DE PAS;CANTABRIA;CANTABRIA;VEGA DE PAS; C/ DUQUE DE AHUMADA, 3;39685;942595057;
 PUESTO P. DE CAMARGO;CANTABRIA;CANTABRIA;CAMARGO; AVDA. DE LA LIBERTAD, 22-A;39600;942251125;
 PUESTO P. DE CASTRO URDIALES;CANTABRIA;CANTABRIA;CASTRO URDIALES; C/ ARTURO DUO VITAL, 10;39700;942861146;
 S. M. P. CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; AVDA. SOTILEZA, S/n;39071;942225190;
 SECCION FISCAL AEROPUERTO-SANTANDER;CANTABRIA;CANTABRIA;MALIA—O; AVDA. PARAYAS S/n;39600;942202126;
 SECCION FISCAL MUELLE-SANTANDER-ADUANA;CANTABRIA;CANTABRIA;SANTANDER; C/ ANTONIO LOPEZ 32;39009;942211172;
 SECCION FISCAL MUELLE-SANTANDER;CANTABRIA;CANTABRIA;SANTANDER;AVENIDA SOTILEZA S/N;39009;942319286;
 SUBSECTOR TRAF. CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942321500;
 ZONA CANTABRIA;CANTABRIA;CANTABRIA;SANTANDER; C/ CAMPOGIRO, 92;39011;942321400;
 C.O.S.;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985385800;
 C.O.S.;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119000;
 CMDA. GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985385800;
 CMDA. OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119000;
 COMPA—IA DE AVILES;ASTURIAS;ASTURIAS;AVILES (GIJON); CAMINO DEL PICO BUSTIELLO, 30;33462;985570200;
 COMPA—IA DE GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985991182;
 COMPA—IA DE LLANES;ASTURIAS;ASTURIAS;LLANES (GIJON); C/ LA GALEA, 9;33500;985402604;
 COMPA—IA DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985641000;
 COMPA—IA DE MIERES;ASTURIAS;ASTURIAS;MIERES DEL CAMINO (OVIEDO); C/ ALFONSO CAMÕN, 44;33600;985468803;
 COMPA—IA DE OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119128;
 COMPA—IA DE PRAVIA;ASTURIAS;ASTURIAS;PRAVIA (OVIEDO); AVDA. DE PRAHUA, 11;33129;985823711-985823712 (Capit n);
COMPA—ÕA DE LANGREO;ASTURIAS;ASTURIAS;SAMA DE LANGREO (GIJON);C/ LA UNION  2;33900;985678235;
 DESTO. GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985388057;
 DESTO. LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985640565;
 DESTO. MIERES;ASTURIAS;ASTURIAS;MIERES DEL CAMINO (OVIEDO); C/ ALFONSO CAMÕN, 44;33600;985460689;
 DESTO. OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985281797;
 DESTO. RIBADESELLA;ASTURIAS;ASTURIAS;RIBADESELLA (GIJON); C/ PALACIO VALDES, 8;33560;985860559;
 DESTO. SALAS;ASTURIAS;ASTURIAS;SALAS (OVIEDO); AVDA. DEL PONTON, 38;33860;985832208;
 DESTO. SAMA DE LANGREO;ASTURIAS;ASTURIAS;SAMA DE LANGREO (GIJON); C/ JOVELLANOS, 9;33930;985692942;
 I. ARMAS Y EXPLOSIVOS DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985642880;
 PUESTO AUXILIAR DE CECEDA;ASTURIAS;ASTURIAS;CECEDA (GIJON);SUPRIMIDO;33582;985704002;
 PUESTO AUXILIAR DE COVADONGA;ASTURIAS;ASTURIAS;COVADONGA (GIJON); ESPLANADA REAL SITIO, S/N;33589;985846004;
 PUESTO DE ARRIONDAS;ASTURIAS;ASTURIAS;ARRIONDAS (GIJON);AVENIDA EUROPA   5;33540;985840007;
 PUESTO DE AVILES;ASTURIAS;ASTURIAS;AVILES (GIJON); CAMINO DEL PICO BUSTIELLO, 30;33462;985570200;
 PUESTO DE BARZANA;ASTURIAS;ASTURIAS;BARZANA (OVIEDO); CTRA. GENERAL, 18;33117;985768111;
 PUESTO DE BELMONTE DE OVIEDO;ASTURIAS;ASTURIAS;BELMONTE (OVIEDO); AVDA. DEL PUERTO, 5;33830;985762005;
 PUESTO DE BOAL;ASTURIAS;ASTURIAS;BOAL (OVIEDO); AVDA.  BUENOS AIRES, S/N;33720;985620006;
 PUESTO DE CABA—AQUINTA;ASTURIAS;ASTURIAS;CABA—AQUINTA - (ALLER OVIEDO); AVDA. DE LA CONSTITUCION, 45;33686;985494006;
 PUESTO DE CANCIENES;ASTURIAS;ASTURIAS;CANCIENES (GIJON); C/ MARTIN DE BANGO, 6;33470;985505005;
 PUESTO DE CANDAS;ASTURIAS;ASTURIAS;CANDAS-CARRE¥O (GIJON); PLAZA GREMIO DE LOS MAREANTES, EDIFICIO E - BARRIO LA MADIOLA;33430;985870584;
 PUESTO DE CANGAS DE ONIS;ASTURIAS;ASTURIAS;CANGAS DE ONIS (GIJON);C/ PERIODISTAS DEL PUEBLO  13;33550;985848056;
 PUESTO DE CANGAS DEL NARCEA;ASTURIAS;ASTURIAS;CANGAS DE NARCEA (OVIEDO); C/ SANTA BARBARA, 2-4;33800;985810119;
 PUESTO DE CARRE—A;ASTURIAS;ASTURIAS;CARRE¥A (GIJON);CARRETERA GENERAL   S/N;33555;985845004;
 PUESTO DE CASTROPOL;ASTURIAS;ASTURIAS;CASTROPOL (OVIEDO); C/ LA FUENTE, S/N;33760;985635050;
 PUESTO DE COLOMBRES;ASTURIAS;ASTURIAS;COLOMBRES (GIJON);C/ ULPIANO CUERVO  S/N;33590;985412003;
 PUESTO DE COLUNGA (EN RUINA) ESTA EN LASTRES;ASTURIAS;ASTURIAS;LASTRES (GIJON); BARRIO EL CANTO, S/N;33320;985850055;
 PUESTO DE DEGA—A;ASTURIAS;ASTURIAS;DEGA¥A (OVIEDO); C/ CTRA. GENERAL S/N;33812;985818713;
 PUESTO DE EL PITO;ASTURIAS;ASTURIAS;EL PITO (OVIEDO); AVDA.DE SELGAS, S/n;33154;985590033;
 PUESTO DE ENTRAGO;ASTURIAS;ASTURIAS;ENTRAGO TEVERGA (OVIEDO); ORILLA RIO TAJA;33111;985764230;
 PUESTO DE GIJON;ASTURIAS;ASTURIAS;GIJON; C/ IRENE FERNANDEZ PERERA, 23;33210;985991177;
 PUESTO DE GRADO;ASTURIAS;ASTURIAS;GRADO (OVIEDO); AVDA. FERNANDO VILLABELLA, 54;33820;985750698;
 PUESTO DE GRANDAS DE SALIME;ASTURIAS;ASTURIAS;GRANDAS DE SALIME (OVIEDO); C/ MENDEZ VALLEDOR, S/N;33730;985627035;
 PUESTO DE INFIESTO;ASTURIAS;ASTURIAS;INFIESTO (GIJON); C/ LAS TERCIAS, S/N;33530;985710080;
 PUESTO DE LA CARIDAD;ASTURIAS;ASTURIAS;LA CARIDAD (OVIEDO); C /LA ATALAYA, S/n;33750;985637070;
 PUESTO DE LLANERA;ASTURIAS;ASTURIAS;LLANERA (GIJON); C/ PRUDENCIO GONZALEZ, 13;33424;985770005;
 PUESTO DE LLANES;ASTURIAS;ASTURIAS;LLANES (GIJON); C/ LA GALEA, 9;33500;985400070;
 PUESTO DE LUANCO;ASTURIAS;ASTURIAS;LUANCO (GIJON); CTRA. DE AVILES, S/N;33440;985880045;
 PUESTO DE LUARCA;ASTURIAS;ASTURIAS;LUARCA (OVIEDO); C/ LA PATETA, 15;33700;985641000;
 PUESTO DE MIERES;ASTURIAS;ASTURIAS;MIERES DEL CAMINO (OVIEDO); C/ ALFONSO CAMÕN, 44;33600;985460698;
 PUESTO DE MOREDA;ASTURIAS;ASTURIAS;MOREDA (OVIEDO); AVDA. DE LA CONSTITUCION, 1;33670;985483765;
 PUESTO DE MUROS DE NALON;ASTURIAS;ASTURIAS;MUROS DE NALON (OVIEDO); C/ TOMAS GARCIA SAMPEDRO, 6;33138;985583038;
 PUESTO DE NAVA;ASTURIAS;ASTURIAS;NAVA (GIJON); C/ CAMPITOS, 4;33529;985716042;
 PUESTO DE NAVELGAS;ASTURIAS;ASTURIAS;NAVELGAS (OVIEDO); AVDA. DE CANDAS, 6;33873;985806327;
 PUESTO DE NAVIA;ASTURIAS;ASTURIAS;NAVIA (OVIEDO); C/ LAS VEGAS, 1;33710;985630096;
 PUESTO DE NORE—A;ASTURIAS;ASTURIAS;NORE¥A (GIJON); C/ FLOREZ ESTRADA, 12;33180;985740093;
 PUESTO DE OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119036;
 PUESTO DE PANES;ASTURIAS;ASTURIAS;PANES (GIJON);C/ EL BALCAO  5;33570;985414003;
 PUESTO DE POLA DE ALLANDE;ASTURIAS;ASTURIAS;POLA DE ALLANDE (OVIEDO); AVDA. AMERICA, 45;33880;985807392;
 PUESTO DE POLA DE LAVIANA;ASTURIAS;ASTURIAS;POLA DE LAVIANA (OVIEDO); C/ ASTURIAS, 17;33980;985600213;
 PUESTO DE POLA DE SIERO;ASTURIAS;ASTURIAS;POLA DE SIERO (GIJON); C/ TORREVIEJA, 3;33510;985725427;
 PUESTO DE POLA LENA;ASTURIAS;ASTURIAS;POLA LENA (OVIEDO); C/ MIGUEL DE CERVANTES, 2;33630;985490172;
 PUESTO DE POSADA;ASTURIAS;ASTURIAS;POSADA (GIJON); CAMINO PRAO CHICO DE LA RECTORAL, 1;33424;985407131;
 PUESTO DE PRAVIA;ASTURIAS;ASTURIAS;PRAVIA (OVIEDO); AVDA. DE PRAHUA, 11;33129;985820074;
 PUESTO DE RIBADESELLA;ASTURIAS;ASTURIAS;RIBADESELLA (GIJON); C/ PALACIO VALDES, 8;33560;985860153;
 PUESTO DE RIOSA;ASTURIAS;ASTURIAS;RIOSA (OVIEDO); C/ LA BRA—UETA, 4;33160;985766088;
 PUESTO DE SALAS;ASTURIAS;ASTURIAS;SALAS (OVIEDO); AVDA. DEL PONTON, 38;33860;985830912;
 PUESTO DE SALINAS;ASTURIAS;ASTURIAS;SALINAS (GIJON); C/ CLARIN, 9;33400;985500088;
PUESTO DE LANGREO;ASTURIAS;ASTURIAS;SAMA DE LANGREO (GIJON);C/ LA UNION  2;33930;985678235;
 PUESTO DE SAN ANTOLIN DE IBIAS;ASTURIAS;ASTURIAS;SAN ANTOLIN DE IBIAS (OVIEDO); AVDA. AURELIO MENêNDEZ S/N;33810;985816103;
 PUESTO DE SANTA EULALIA DE OSCOS;ASTURIAS;ASTURIAS;SANTA EULALIA DE OSCOS (OVIEDO); C/ DE LOS ARTESANOS S/N;33776;985626036;
 PUESTO DE SOMIEDO;ASTURIAS;ASTURIAS;SOMIEDO (OVIEDO); C/ NARCISO HERRERO VAQUERO, S/N;33840;985763660;
 PUESTO DE SOTO DE LA RIBERA;ASTURIAS;ASTURIAS;SOTO DE LA RIBERA (OVIEDO); C/ LA RAMPA, 13;33172;985796755;
 PUESTO DE SOTO DE LUI—A;ASTURIAS;ASTURIAS;SOTO DE LUI¥A (OVIEDO); CTRA. GENERAL, S/N;33156;985596002;
 PUESTO DE SOTO DEL BARCO;ASTURIAS;ASTURIAS;SOTO DEL BARCO (GIJON); TRAVESIA MARIA ASUNCION, S/N;33126;985588006;
 PUESTO DE TAPIA DE CASARIEGO;ASTURIAS;ASTURIAS;TAPIA DE CASARIEGO (OVIEDO); PLAZA VIEJA, S/N;33740;985628013;
 PUESTO DE TINEO;ASTURIAS;ASTURIAS;TINEO (OVIEDO); C/ JOSE MARIA VELASCO, 18;33870;985800044;
 PUESTO DE TREVIAS;ASTURIAS;ASTURIAS;TREVIAS (OVIEDO); C/ ELADIO RICO, S/N;33780;985647015;
 PUESTO DE TRUBIA;ASTURIAS;ASTURIAS;TRUBIA (OVIEDO); C/ ARANJUEZ, 20;33100;985784002;
 PUESTO DE TUDELA DE VEGUIN;ASTURIAS;ASTURIAS;ANIEVES (OVIEDO); BARRIO SAN ROQUE, S/n;33919;985788702;
 PUESTO DE UJO-TURON;ASTURIAS;ASTURIAS;UJO-TURON (OVIEDO); PZA. DE LA IGLESIA, S/N;33640;985420128;
 PUESTO DE VEGADEO;ASTURIAS;ASTURIAS;VEGADEO (OVIEDO);CARRETERA BOAL, 5;33770;985634056;
 PUESTO DE VILLAVICIOSA;ASTURIAS;ASTURIAS;VILLAVICIOSA (GIJON); C/ DOCTOR PANDO VALLE, 14;33300;985890067;
 PUESTO P. DE PIEDRAS BLANCAS;ASTURIAS;ASTURIAS;PIEDRAS BLANCAS (GIJON); AVDA. DEL MAR, 21;33450;985530061;
 S. M. P. ASTURIAS;ASTURIAS;ASTURIAS;GIJON; MUELLE DE RENDIELLO S/N;33290;985308764;
 SECC. SEPRONA OVIEDO;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119127;
 SECCI”N AEROPUERTO DE RANàN;ASTURIAS;ASTURIAS;RANON (GIJON); AEROPUERTO DE ASTURIAS, S/N;33459;985-12.7549;
 SECCION FISCAL (EL MUSEL-GIJON);ASTURIAS;ASTURIAS;GIJON; MUELLE DE RENDIELLO S/N;33290;985321226;
 SECTOR TRAF. ASTURIAS;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985281797;
 SUBSECTOR TRAF. ASTURIAS;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985281797-985281266 - 985281918 - 985281336;
 U.H.E.L.- 62 (ASTURIAS);ASTURIAS;ASTURIAS;LUGO DE LLANERA (OVIEDO); AERàDROMO DE LA MORGAL, S/n;33690;985773457;
 ZONA ASTURIAS;ASTURIAS;ASTURIAS;OVIEDO; C/ CARRETERA DE RUBÕN, 1;33011;985119000;
 C.O.S.;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981230070;
 CMDA. CORU—A, A;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;
COMPA—ÕA DE A CORU—A;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;
COMPA—ÕA DE CARBALLO;GALICIA;A CORU—A;CARBALLO;AVENIDA GRAN VÕA, 91;15100;981704400;
COMPA—ÕA DE FERROL;GALICIA;A CORU—A;FERROL; C/ VIRGEN DE LA CABEZA S/N;15405;981314403;
COMPA—ÕA DE NOIA;GALICIA;A CORU—A;NOIA;R⁄A DEVESA DO MARQU…S, 14 (A RASA);15200;981820515;
COMPA—ÕA DE SANTIAGO DE COMPOSTELA;GALICIA;A CORU—A;SANTIAGO DE COMPOSTELA; RUA DO DOIRO, 25;15704;981581611;
 DESTO. COMPOSTELA;GALICIA;A CORU—A;SANTIAGO DE COMPOSTELA; RUA DO DOIRO, 25;15704;981582266;
 DESTO. CORCUBION;GALICIA;A CORU—A;CORCUBION; C/ SAN ANTONIO, 10;15130;981745489;
 DESTO. FERROL;GALICIA;A CORU—A;FERROL; C/ VIRGEN DE LA CABEZA S/N;15405;981316953;
DESTO. A CORU—A;GALICIA;A CORU—A;PERILLO-OLEIROS;AVENIDA DAS MARI—AS, 282;15172;981173744;
 GRUPO INFORMACI”N COMANDANCIA A CORU¥A;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800 EXT. 217 o 231;
 PATRULLA SEPRONA ORTIGUEIRA;GALICIA;A CORU—A;ORTIGUEIRA;PASEO BARRO SOTO, 8;15330;981402589;
 PUESTO AUXILIAR DE CARI—O;GALICIA;A CORU—A;CARI—O; C/ RIO SEIJO, 4;15360;981405044;
 PUESTO AUXILIAR DE POBRA DO CARAMI—AL;GALICIA;A CORU—A;POBRA DO CARAMI—AL;R⁄A IGREXA, S/N;15940;981830136;
 PUESTO AUXILIAR DE TOURO;GALICIA;A CORU—A;TOURO; C/ FUENTE DIAZ, 122;15822;981504002;
 PUESTO DE ABEGONDO;GALICIA;A CORU—A;ABEGONDO; C/ SAN MARCOS S/N;15318;981673030;
 PUESTO DE ARCA;GALICIA;A CORU—A;ARCA; AVDA. SANTIAGO, 29;15821;981511052;
 PUESTO DE ARZUA;GALICIA;A CORU—A;ARZUA; C/ BALTASAR PARDAL S/N;15810;981500002;
 PUESTO DE AS PONTES;GALICIA;A CORU—A;AS PONTES; C/ POBLADO DEL MOLINO S/N;15320;981450005;
 PUESTO DE BETANZOS;GALICIA;A CORU—A;BETANZOS;PLAZA ALFONSO IX, 38;15300;981770053;
 PUESTO DE BOIMORTO;GALICIA;A CORU—A;BOIMORTO;R⁄A G¡NDARA, S/N;15818;981516212;
 PUESTO DE BRION;GALICIA;A CORU—A;BRI”N;R⁄A PEDRI—AS, 5 (PEDROUZOS);15865;981887011;
 PUESTO DE CAMARI—AS;GALICIA;A CORU—A;CAMARI—AS;R⁄A CONSTITUCI”N, 10;15123;981736262;
 PUESTO DE CARRAL;GALICIA;A CORU—A;CARRAL;R⁄A BELVÕS, 11;15175;981670203;
 PUESTO DE CEDEIRA;GALICIA;A CORU—A;CEDEIRA;R⁄A PONTES DE GARCÕA RODRÕGUEZ, 7;15350;981480113;
 PUESTO DE CORCUBION;GALICIA;A CORU—A;CORCUBION; C/ SAN ANTONIO, 10;15130;981745424;
 PUESTO DE CULLEREDO;GALICIA;A CORU—A;CULLEREDO- RUTIS;AVENIDA DA CORDEDA, 32-34-36;15174;981654875;
 PUESTO DE CURTIS;GALICIA;A CORU—A;CURTIS;R⁄A OTERO PEDRAIO, 23;15310;981786073;
 PUESTO DE FENE;GALICIA;A CORU—A;FENE;AVENIDA PORTA DO SOL, 65;15500;981340094;
 PUESTO DE FERROL (FISCAL);GALICIA;A CORU—A;FERROL; MUELLE DEL ESPIGON-PUERTO DE FERROL;15401;981359267;
 PUESTO DE IRIXOA;GALICIA;A CORU—A;IRIXOA;R⁄A CATRO CAMI—OS, S/N;15313;981793011;
 PUESTO DE LARACHA;GALICIA;A CORU—A;LARACHA;1™ TRAVESÕA EUSEBIO QUEIJO B…RTOA, S/N;15145;981605009;
 PUESTO DE LAXE;GALICIA;A CORU—A;LAXE;R⁄A CES¡REO PONDAL, 19;15117;981728038;
 PUESTO DE LESTEDO;GALICIA;A CORU—A;LESTEDO;LUGAR DE PAZOS, 1;15881;981503051;
 PUESTO DE MALPICA;GALICIA;A CORU—A;MALPICA;R⁄A EMILIO GONZ¡LEZ L”PEZ, 1;15113;981720231;
 PUESTO DE MELIDE;GALICIA;A CORU—A;MELIDE; C/ EL PILAR S/N;15800;981505007;
 PUESTO DE MI—O;GALICIA;A CORU—A;MI—O; C/ GALEA, 119;15630;981782146;
 PUESTO DE MUGARDOS;GALICIA;A CORU—A;MUGARDOS;R⁄A OS CORZAS, 8;15620;981470005;
 PUESTO DE MUROS;GALICIA;A CORU—A;MUROS;R⁄A SOBORRIBAS, S/N;15250;981826013;
 PUESTO DE MUXIA;GALICIA;A CORU—A;MUXIA; C/ INFESTO S/N;15124;981742002;
 PUESTO DE NEGREIRA;GALICIA;A CORU—A;NEGREIRA;R⁄A CASTELAO, 19;15830;981885001;
 PUESTO DE NOIA;GALICIA;A CORU—A;NOIA;R⁄A DEVESA DO MARQU…S, 14 (A RASA);15200;981820515;
 PUESTO DE ORDES;GALICIA;A CORU—A;ORDES; C/ REPUBLICA ARGENTINA, 29;15680;981680030;
 PUESTO DE ORTIGUEIRA;GALICIA;A CORU—A;ORTIGUEIRA;PASEO BARRO SOTO, 8;15330;981400021;
 PUESTO DE OUTES;GALICIA;A CORU—A;OUTES;R⁄A DO TINES, 11;15230;981850019;
 PUESTO DE PADRON;GALICIA;A CORU—A;PADRON; AVDA. CAMILO JOSE CELA, 39;15900;981810091;
 PUESTO DE PONTECESO;GALICIA;A CORU—A;PONTECESO;R⁄A BELCHOS, 17;15110;981714023;
 PUESTO DE PONTEDEUME;GALICIA;A CORU—A;PONTEDEUME;CHAO DE VILAR, 9;15600;981430031;
 PUESTO DE PORTO DO SON;GALICIA;A CORU—A;PORTO DO SON; C/ ATALAYA S/N;15970;981853007;
 PUESTO DE RIANXO;GALICIA;A CORU—A;RIANXO;R⁄A DOS MESTRES, 10;15920;981860023;
 PUESTO DE SADA;GALICIA;A CORU—A;SADA;R⁄A O COUTO 43-44;15160;981620766;
 PUESTO DE SAN SADURNI—O;GALICIA;A CORU—A;SAN SADURNI—O;AVENIDA MARQU…S DE FIGUEROA, 5;15560;981490006;
 PUESTO DE SANTA COMBA;GALICIA;A CORU—A;SANTA COMBA;R⁄A POETA A—”N, 4;15840;981880023;
 PUESTO DE SANTIAGO DE COMPOSTELA;GALICIA;A CORU—A;SANTIAGO DE COMPOSTELA; RUA DO DOIRO, 25;15704;981581611;
 PUESTO DE SIG‹EIRO;GALICIA;A CORU—A;SANTIAGO DE COMPOSTELA;LUGAR O VINTECATRO, 20;15688;981691381;
 PUESTO DE VALDOVI—O;GALICIA;A CORU—A;VALDOVI—O;AVENIDA G¡NDARA DE ABAIXO, S/N;15552;981486104;
 PUESTO DE VIMIANZO;GALICIA;A CORU—A;VIMIANZO; C/ ROSALIA DE CASTRO, 10-12;15129;981716022;
 PUESTO P. DE ARTEIXO;GALICIA;A CORU—A;ARTEIXO; AVDA. DE FINISTERRE, S/N;15142;981633002;
 PUESTO P. DE BOIRO;GALICIA;A CORU—A;BOIRO; C/ ESPI¥EIRA S/N;15930;981849980;
 PUESTO P. DE CAMBRE;GALICIA;A CORU—A;CAMBRE;AVENIDA ROSALÕA DE CASTRO, 3;15679;981654730;
 PUESTO P. DE CARBALLO;GALICIA;A CORU—A;CARBALLO;AVENIDA GRAN VÕA, 91;15100;981704065;
 PUESTO P. DE CULLEREDO;GALICIA;A CORU—A;CULLEREDO- RUTIS;AVENIDA DA CORDEDA, 32-34-36;15174;981654875(nuevo);
 PUESTO P. DE MILLADOIRO-AMES;GALICIA;A CORU—A;MILLADOIRO-AMES;R⁄A DO REGO, 7A;15895;981536405;
 PUESTO P. DE OLEIROS;GALICIA;A CORU—A;OLEIROS;R⁄A DA PEZOCA, 6;15173;981610067;
 S. M. P. A CORUNA;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;
 SECCION FISCAL MUELLE DE GARAS;GALICIA;A CORU—A;A CORU—A;MUELLE LINARES RIVAS- EDIF. LONJA-SALA SUB-3;15006;981168926;
 SECTOR TRAF. CORU—A;GALICIA;A CORU—A;PERILLO-OLEIROS;AVENIDA DAS MARI—AS, 282;15172;981173744;
 SUBSECTOR TRAF. A CORU—A;GALICIA;A CORU—A;PERILLO-OLEIROS;AVENIDA DAS MARI—AS, 282;15172;981173744;
 U.H.E.L.- 71;GALICIA;A CORU—A;ALVEDRO- CULLEREDO; AEROPUERTO DE ALVEDRO-CULLEREDO;15180;981187297;
