CP,Municipio,Total Comercios,B_E Industria,F Construcción,"Comercio, transporte y hostelería",J Información y comunicaciones,K Actividades financieras y de seguros,L Actividades inmobiliarias,Actividades profesionales y técnicas,"Educación, sanidad y servicios sociales",Otros servicios personales,Total servicios
 05103,Hoyorredondo,., , , , , , , , , , 
 05104,Hoyos del Collado,., , , , , , , , , , 
 05105,Hoyos del Espino,36, , , , , , , , , , 
 05106,Hoyos de Miguel Muñoz,., , , , , , , , , , 
 05107,Hurtumpascual,., , , , , , , , , , 
 05108,Junciana,., , , , , , , , , , 
 05109,Langa,17, , , , , , , , , , 
 05110,Lanzahíta,54, , , , , , , , , , 
 05112,"Losar del Barco, El",5, , , , , , , , , , 
 05113,"Llanos de Tormes, Los",., , , , , , , , , , 
 05114,Madrigal de las Altas Torres,82,7,15,41, , , , , , ,19
 05115,Maello,43, , , , , , , , , , 
 05116,Malpartida de Corneja,4, , , , , , , , , , 
 05117,Mamblas,11, , , , , , , , , , 
 05118,Mancera de Arriba,., , , , , , , , , , 
 05119,Manjabálago y Ortigosa de Rioalmar,., , , , , , , , , , 
 05120,Marlín,., , , , , , , , , , 
 05121,Martiherrero,20, , , , , , , , , , 
 05122,Martínez,6, , , , , , , , , , 
 05123,Mediana de Voltoya,9, , , , , , , , , , 
 05124,Medinilla,5, , , , , , , , , , 
 05125,Mengamuñoz,., , , , , , , , , , 
 05126,Mesegar de Corneja,., , , , , , , , , , 
 05127,Mijares,47, , , , , , , , , , 
 05128,Mingorría,21, , , , , , , , , , 
 05129,"Mirón, El",8, , , , , , , , , , 
 05130,Mironcillo,., , , , , , , , , , 
 05131,Mirueña de los Infanzones,., , , , , , , , , , 
 05132,Mombeltrán,60,4,10,32, , , , , , ,14
 05133,Monsalupe,., , , , , , , , , , 
 05134,Moraleja de Matacabras,., , , , , , , , , , 
 05135,Muñana,36, , , , , , , , , , 
 05136,Muñico,8, , , , , , , , , , 
 05138,Muñogalindo,21, , , , , , , , , , 
 05139,Muñogrande,., , , , , , , , , , 
 05140,Muñomer del Peco,., , , , , , , , , , 
 05141,Muñopepe,., , , , , , , , , , 
 05142,Muñosancho,., , , , , , , , , , 
 05143,Muñotello,., , , , , , , , , , 
 05144,Narrillos del Álamo,., , , , , , , , , , 
 05145,Narrillos del Rebollar,., , , , , , , , , , 
 05147,Narros del Castillo,5, , , , , , , , , , 
 05148,Narros del Puerto,., , , , , , , , , , 
 05149,Narros de Saldueña,4, , , , , , , , , , 
 05151,Navacepedilla de Corneja,., , , , , , , , , , 
 05152,Nava de Arévalo,39, , , , , , , , , , 
 05153,Nava del Barco,., , , , , , , , , , 
 05154,Navadijos,., , , , , , , , , , 
 05155,Navaescurial,., , , , , , , , , , 
 05156,Navahondilla,14, , , , , , , , , , 
 05157,Navalacruz,., , , , , , , , , , 
 05158,Navalmoral,23, , , , , , , , , , 
 05159,Navalonguilla,13, , , , , , , , , , 
 05160,Navalosa,18, , , , , , , , , , 
 05161,Navalperal de Pinares,42, , , , , , , , , , 
 05162,Navalperal de Tormes,., , , , , , , , , , 
 05163,Navaluenga,164,15,37,72, , , , , , ,40
 05164,Navaquesera,., , , , , , , , , , 
 05165,Navarredonda de Gredos,37, , , , , , , , , , 
 05166,Navarredondilla,12, , , , , , , , , , 
 05167,Navarrevisca,13, , , , , , , , , , 
 05168,"Navas del Marqués, Las",387,36,112,140,.,.,18,32,12,26,99
 05169,Navatalgordo,10, , , , , , , , , , 
 05170,Navatejares,., , , , , , , , , , 
 05171,Neila de San Miguel,., , , , , , , , , , 
 05172,Niharra,5, , , , , , , , , , 
 05173,Ojos-Albos,4, , , , , , , , , , 
 05174,Orbita,., , , , , , , , , , 
 05175,"Oso, El",11, , , , , , , , , , 
 05176,Padiernos,14, , , , , , , , , , 
 05177,Pajares de Adaja,11, , , , , , , , , , 
 05178,Palacios de Goda,21, , , , , , , , , , 
 05179,Papatrigo,13, , , , , , , , , , 
 05180,"Parral, El",., , , , , , , , , , 
 05181,Pascualcobo,., , , , , , , , , , 
 05182,Pedro Bernardo,60, , , , , , , , , , 
 05183,Pedro-Rodríguez,8, , , , , , , , , , 
 05184,Peguerinos,15, , , , , , , , , , 
 05185,Peñalba de Ávila,., , , , , , , , , , 
 05186,Piedrahíta,168,12,30,85, , , , , , ,41
 05187,Piedralaves,174,10,39,76, , , , , , ,49
 05188,Poveda,., , , , , , , , , , 
 05189,Poyales del Hoyo,36, , , , , , , , , , 
 05190,Pozanco,., , , , , , , , , , 
 05191,Pradosegar,10, , , , , , , , , , 
 05192,Puerto Castilla,., , , , , , , , , , 
 05193,Rasueros,4, , , , , , , , , , 
 05194,Riocabado,8, , , , , , , , , , 
 05195,Riofrío,6, , , , , , , , , , 
 05196,Rivilla de Barajas,8, , , , , , , , , , 
 05197,Salobral,5, , , , , , , , , , 
 05198,Salvadiós,5, , , , , , , , , , 
 05199,San Bartolomé de Béjar,., , , , , , , , , , 
 05200,San Bartolomé de Corneja,., , , , , , , , , , 
 05201,San Bartolomé de Pinares,23, , , , , , , , , , 
 05204,Sanchidrián,43, , , , , , , , , , 
 05205,Sanchorreja,., , , , , , , , , , 
 05206,San Esteban de los Patos,., , , , , , , , , , 
 05207,San Esteban del Valle,41, , , , , , , , , , 
 05208,San Esteban de Zapardiel,., , , , , , , , , , 
 05209,San García de Ingelmos,., , , , , , , , , , 
 05210,San Juan de la Encinilla,., , , , , , , , , , 
 05211,San Juan de la Nava,31, , , , , , , , , , 
 05212,San Juan del Molinillo,18, , , , , , , , , , 
 05213,San Juan del Olmo,6, , , , , , , , , , 
 05214,San Lorenzo de Tormes,., , , , , , , , , , 
 05215,San Martín de la Vega del Alberche,15, , , , , , , , , , 
 05216,San Martín del Pimpollar,22, , , , , , , , , , 
 05217,San Miguel de Corneja,., , , , , , , , , , 
 05218,San Miguel de Serrezuela,6, , , , , , , , , , 
 05219,San Pascual,., , , , , , , , , , 
 05220,San Pedro del Arroyo,32, , , , , , , , , , 
 05221,Santa Cruz del Valle,15, , , , , , , , , , 
 05222,Santa Cruz de Pinares,8, , , , , , , , , , 
 05224,Santa María del Arroyo,., , , , , , , , , , 
 05225,Santa María del Berrocal,35, , , , , , , , , , 
 05226,Santa María de los Caballeros,., , , , , , , , , , 
 05227,Santa María del Tiétar,26, , , , , , , , , , 
 05228,Santiago del Collado,4, , , , , , , , , , 
 05229,Santo Domingo de las Posadas,., , , , , , , , , , 
 05230,Santo Tomé de Zabarcos,., , , , , , , , , , 
 05231,San Vicente de Arévalo,9, , , , , , , , , , 
 05232,"Serrada, La",., , , , , , , , , , 
 05233,Serranillos,19, , , , , , , , , , 
 05234,Sigeres,., , , , , , , , , , 
 05235,Sinlabajos,6, , , , , , , , , , 
 05236,Solana de Ávila,6, , , , , , , , , , 
 05237,Solana de Rioalmar,9, , , , , , , , , , 
 05238,Solosancho,34, , , , , , , , , , 
 05239,Sotalbo,11, , , , , , , , , , 
 05240,Sotillo de la Adrada,357,32,87,149, , , , , , ,89
 05241,"Tiemblo, El",199,13,42,85, , , , , , ,59
 05242,Tiñosillos,31, , , , , , , , , , 
 05243,Tolbaños,., , , , , , , , , , 
 05244,Tormellas,., , , , , , , , , , 
 05245,Tornadizos de Ávila,17, , , , , , , , , , 
 05246,Tórtoles,., , , , , , , , , , 
 05247,"Torre, La",11, , , , , , , , , , 
 05249,Umbrías,9, , , , , , , , , , 
 05251,Vadillo de la Sierra,., , , , , , , , , , 
 05252,Valdecasa,., , , , , , , , , , 
 05253,Vega de Santa María,4, , , , , , , , , , 
 05254,Velayos,15, , , , , , , , , , 
 05256,Villaflor,., , , , , , , , , , 
 05257,Villafranca de la Sierra,9, , , , , , , , , , 
 05258,Villanueva de Gómez,5, , , , , , , , , , 
 05259,Villanueva del Aceral,6, , , , , , , , , , 
 05260,Villanueva del Campillo,., , , , , , , , , , 
 05261,Villar de Corneja,., , , , , , , , , , 
 05262,Villarejo del Valle,25, , , , , , , , , , 
 05263,Villatoro,7, , , , , , , , , , 
 05264,Viñegra de Moraña,., , , , , , , , , , 
 05265,Vita,., , , , , , , , , , 
 05266,Zapardiel de la Cañada,7, , , , , , , , , , 
 05267,Zapardiel de la Ribera,8, , , , , , , , , , 
 05901,San Juan de Gredos,10, , , , , , , , , , 
 05902,Santa María del Cubillo,26, , , , , , , , , , 
 05903,Diego del Carpio,5, , , , , , , , , , 
 05904,Santiago del Tormes,7, , , , , , , , , , 
 05905,Villanueva de Ávila,., , , , , , , , , , 
 06 Ba,ajoz,"41,949","3,183","4,904","18,461",382,977,"1,248","5,813","3,002","3,979","15,401"
 06001,Acedera,28, , , , , , , , , , 
 06002,Aceuchal,360,29,45,226,.,4,.,20,12,19,60
 06003,Ahillones,34, , , , , , , , , , 
 06004,Alange,97,.,.,51, , , , , , ,25
 06005,"Albuera, La",97,8,17,36, , , , , , ,36
 06006,Alburquerque,286,30,28,144,.,.,10,34,9,22,84
 06007,Alconchel,80,6,17,42, , , , , , ,15
 06008,Alconera,26, , , , , , , , , , 
 06009,Aljucén,14, , , , , , , , , , 
 06010,Almendral,68,4,15,33, , , , , , ,16
 06011,Almendralejo,"2,590",212,308,"1,136",33,76,91,329,185,220,934
 06012,Arroyo de San Serván,247,25,49,120, , , , , , ,53
 06013,Atalaya,5, , , , , , , , , , 
 06014,Azuaga,485,34,36,227,6,10,16,70,30,56,188
 06015,Badajoz,"10,422",469,880,"3,808",146,280,490,"2,112","1,061","1,176","5,265"
 06016,Barcarrota,219,16,24,125, , , , , , ,54
 06017,Baterno,5, , , , , , , , , , 
 06018,Benquerencia de la Serena,30, , , , , , , , , , 
 06019,Berlanga,146,19,20,73, , , , , , ,34
 06020,Bienvenida,100,10,19,49, , , , , , ,22
 06021,Bodonal de la Sierra,66,6,10,36, , , , , , ,14
 06022,Burguillos del Cerro,160,11,20,96, , , , , , ,33
 06023,Cabeza del Buey,269,26,35,123, , , , , , ,85
 06024,Cabeza la Vaca,71,14,5,45, , , , , , ,7
 06025,Calamonte,312,18,56,158,4,8,5,28,11,24,80
 06026,Calera de León,61, , , , , , , , , , 
 06027,Calzadilla de los Barros,31, , , , , , , , , , 
 06028,Campanario,276,37,30,135, , , , , , ,74
 06029,Campillo de Llerena,63,6,10,31, , , , , , ,16
 06030,Capilla,7, , , , , , , , , , 
 06031,Carmonita,11, , , , , , , , , , 
 06032,"Carrascalejo, El",., , , , , , , , , , 
 06033,Casas de Don Pedro,72,5,10,41, , , , , , ,16
 06034,Casas de Reina,9, , , , , , , , , , 
 06035,Castilblanco,54, , , , , , , , , , 
 06036,Castuera,474,50,35,211,.,19,.,57,32,57,178
 06037,"Codosera, La",90,6,10,57, , , , , , ,17
 06038,Cordobilla de Lácara,43, , , , , , , , , , 
 06039,"Coronada, La",60,9,11,28, , , , , , ,12
 06040,Corte de Peleas,44,4,8,27, , , , , , ,5
 06041,Cristina,19, , , , , , , , , , 
 06042,Cheles,38,8,7,17, , , , , , ,6
 06043,Don Álvaro,44, , , , , , , , , , 
 06044,Don Benito,"2,459",170,307,"1,000",31,77,78,354,193,249,982
 06045,Entrín Bajo,14, , , , , , , , , , 
 06046,Esparragalejo,45,5,6,21, , , , , , ,13
 06047,Esparragosa de la Serena,39,7,8,13, , , , , , ,11
 06048,Esparragosa de Lares,35, , , , , , , , , , 
 06049,Feria,63,6,12,31, , , , , , ,14
 06050,Fregenal de la Sierra,415,44,37,201, , , , , , ,133
 06051,Fuenlabrada de los Montes,73,6,12,39, , , , , , ,16
 06052,Fuente de Cantos,325,34,45,141, , , , , , ,105
 06053,Fuente del Arco,22, , , , , , , , , , 
 06054,Fuente del Maestre,397,58,46,207,.,9,.,25,15,30,86
 06055,Fuentes de León,137,15,22,69, , , , , , ,31
 06056,Garbayuela,22, , , , , , , , , , 
 06057,Garlitos,21, , , , , , , , , , 
 06058,"Garrovilla, La",99,12,18,44, , , , , , ,25
 06059,Granja de Torrehermosa,121,10,14,56, , , , , , ,41
 06060,Guareña,354,34,42,183,.,7,.,31,18,31,95
 06061,"Haba, La",65,10,9,31, , , , , , ,15
 06062,Helechosa de los Montes,25, , , , , , , , , , 
 06063,Herrera del Duque,219,18,30,107, , , , , , ,64
 06064,Higuera de la Serena,41, , , , , , , , , , 
 06065,Higuera de Llerena,12, , , , , , , , , , 
 06066,Higuera de Vargas,58,8,7,31, , , , , , ,12
 06067,Higuera la Real,147,20,16,80, , , , , , ,31
 06068,Hinojosa del Valle,22, , , , , , , , , , 
 06069,Hornachos,179,20,20,90, , , , , , ,49
 06070,Jerez de los Caballeros,658,66,73,308,.,11,.,86,33,68,211
 06071,"Lapa, La",9, , , , , , , , , , 
 06072,Lobón,118,13,13,61, , , , , , ,31
 06073,Llera,32, , , , , , , , , , 
 06074,Llerena,440,33,39,190,5,10,13,54,49,47,178
 06075,Magacela,26, , , , , , , , , , 
 06076,Maguilla,42, , , , , , , , , , 
 06077,Malcocinado,9, , , , , , , , , , 
 06078,Malpartida de la Serena,36, , , , , , , , , , 
 06079,Manchita,18, , , , , , , , , , 
 06080,Medellín,102,12,8,54, , , , , , ,28
 06081,Medina de las Torres,49,8,12,16, , , , , , ,13
 06082,Mengabril,15, , , , , , , , , , 
 06083,Mérida,"4,297",191,490,"1,760",60,98,180,750,354,414,"1,856"
 06084,Mirandilla,39,.,.,21, , , , , , ,12
 06085,Monesterio,329,35,44,167, , , , , , ,83
 06086,Montemolín,49,6,5,27, , , , , , ,11
 06087,Monterrubio de la Serena,117,14,17,49, , , , , , ,37
 06088,Montijo,914,56,107,425,9,25,29,96,75,92,326
 06089,"Morera, La",26, , , , , , , , , , 
 06090,"Nava de Santiago, La",30, , , , , , , , , , 
 06091,Navalvillar de Pela,252,18,32,131, , , , , , ,71
 06092,Nogales,32, , , , , , , , , , 
 06093,Oliva de la Frontera,324,40,44,162,.,.,4,31,13,26,78
 06094,Oliva de Mérida,51,5,14,22, , , , , , ,10
 06095,Olivenza,675,50,92,315,5,12,22,75,37,67,218
 06096,Orellana de la Sierra,8, , , , , , , , , , 
 06097,Orellana la Vieja,176,13,30,91, , , , , , ,42
 06098,Palomas,20, , , , , , , , , , 
 06099,"Parra, La",64,10,9,35, , , , , , ,10
 06100,Peñalsordo,51, , , , , , , , , , 
 06101,Peraleda del Zaucejo,12, , , , , , , , , , 
 06102,Puebla de Alcocer,63,4,7,38, , , , , , ,14
 06103,Puebla de la Calzada,352,22,58,154,.,.,9,44,20,40,118
 06104,Puebla de la Reina,26, , , , , , , , , , 
 06105,Puebla del Maestre,21, , , , , , , , , , 
 06106,Puebla del Prior,27, , , , , , , , , , 
 06107,Puebla de Obando,54,7,11,27, , , , , , ,9
 06108,Puebla de Sancho Pérez,153,21,22,82, , , , , , ,28
 06109,Quintana de la Serena,338,92,58,130, , , , , , ,58
 06110,Reina,5, , , , , , , , , , 
 06111,Rena,18, , , , , , , , , , 
 06112,Retamal de Llerena,22, , , , , , , , , , 
 06113,Ribera del Fresno,236,21,40,111, , , , , , ,64
 06114,Risco,4, , , , , , , , , , 
 06115,"Roca de la Sierra, La",74,9,14,39, , , , , , ,12
 06116,Salvaleón,61,11,6,32, , , , , , ,12
 06117,Salvatierra de los Barros,111,25,10,58, , , , , , ,18
 06118,Sancti-Spíritus,., , , , , , , , , , 
 06119,San Pedro de Mérida,29, , , , , , , , , , 
 06120,Santa Amalia,222,21,25,111, , , , , , ,65
 06121,Santa Marta,272,26,49,125, , , , , , ,72
 06122,"Santos de Maimona, Los",458,34,51,233,.,.,13,50,23,43,140
 06123,San Vicente de Alcántara,430,101,51,174,.,.,8,39,20,33,104
 06124,Segura de León,92,10,15,53, , , , , , ,14
 06125,Siruela,101,13,9,52, , , , , , ,27
 06126,Solana de los Barros,126,8,28,68, , , , , , ,22
 06127,Talarrubias,203,17,21,102, , , , , , ,63
 06128,Talavera la Real,364,28,40,180,.,8,.,46,19,38,116
 06129,Táliga,39, , , , , , , , , , 
 06130,Tamurejo,., , , , , , , , , , 
 06131,Torre de Miguel Sesmero,81,4,17,41, , , , , , ,19
 06132,Torremayor,24, , , , , , , , , , 
 06133,Torremejía,145,13,19,84, , , , , , ,29
 06134,Trasierra,14, , , , , , , , , , 
 06135,Trujillanos,82,.,14,56, , , , , , ,.
 06136,Usagre,69,5,11,35, , , , , , ,18
 06137,Valdecaballeros,83,10,11,38, , , , , , ,24
 06138,Valdetorres,38,.,.,15, , , , , , ,16
 06139,Valencia de las Torres,22, , , , , , , , , , 
 06140,Valencia del Mombuey,24, , , , , , , , , , 
 06141,Valencia del Ventoso,91,13,16,41, , , , , , ,21
 06142,Valverde de Burguillos,10, , , , , , , , , , 
 06143,Valverde de Leganés,222,20,35,127, , , , , , ,40
 06144,Valverde de Llerena,23, , , , , , , , , , 
 06145,Valverde de Mérida,30,.,.,19, , , , , , ,6
 06146,Valle de la Serena,39,.,.,20, , , , , , ,12
 06147,Valle de Matamoros,9, , , , , , , , , , 
 06148,Valle de Santa Ana,37,8,4,15, , , , , , ,10
 06149,Villafranca de los Barros,751,57,88,332,5,23,15,85,80,66,274
 06150,Villagarcía de la Torre,47, , , , , , , , , , 
 06151,Villagonzalo,43,5,9,20, , , , , , ,9
 06152,Villalba de los Barros,72,6,17,38, , , , , , ,11
 06153,Villanueva de la Serena,"1,503",90,199,651,4,44,39,207,119,150,563
 06154,Villanueva del Fresno,156,13,17,84, , , , , , ,42
 06155,Villar del Rey,106,10,24,56, , , , , , ,16
 06156,Villar de Rena,53,4,12,22, , , , , , ,15
 06157,Villarta de los Montes,12, , , , , , , , , , 
 06158,Zafra,"1,227",87,113,523,16,37,47,172,124,108,504
 06159,Zahínos,135,33,18,59, , , , , , ,25
 06160,Zalamea de la Serena,238,26,31,117, , , , , , ,64
 06161,Zarza-Capilla,23, , , , , , , , , , 
 06162,"Zarza, La",229,23,38,107, , , , , , ,61
 06901,Valdelacalzada,137,6,23,73, , , , , , ,35
 06902,Pueblonuevo del Guadiana,82,.,15,50, , , , , , ,.
 06903,Guadiana del Caudillo,143,6,27,70, , , , , , ,40
 07 Ba,"ears, Illes","98,712","4,893","17,331","31,379","1,542","1,737","7,105","19,508","6,674","8,543","45,109"
 07001,Alaró,434,23,87,100,.,.,33,107,36,37,224
 07002,Alaior,752,48,151,228,8,7,58,149,43,60,325
 07003,Alcúdia,"1,437",60,213,544,13,26,127,256,73,125,620
 07004,Algaida,461,44,117,143,9,6,15,61,17,49,157
 07005,Andratx,"1,332",64,319,379,13,22,132,268,39,96,570
 07006,Artà,772,49,187,236,13,11,41,124,44,67,300
 07007,Banyalbufar,51, , , , , , , , , , 
 07008,Binissalem,692,70,158,200,15,11,25,117,42,54,264
 07009,Búger,80,6,19,19, , , , , , ,36
 07010,Bunyola,568,35,98,162,13,14,20,113,57,56,273
 07011,Calvià,"5,082",205,829,"1,683",62,101,506,989,317,390,"2,365"
 07012,Campanet,179,8,50,50, , , , , , ,71
 07013,Campos,"1,004",79,261,312,16,15,44,156,45,76,352
 07014,Capdepera,"1,034",25,205,375,12,12,81,204,43,77,429
 07015,Ciutadella de Menorca,"2,507",244,365,803,24,38,206,431,161,235,"1,095"
 07016,Consell,296,27,49,107, , , , , , ,113
 07017,Costitx,105,8,19,21, , , , , , ,57
 07018,Deià,72, , , , , , , , , , 
 07019,Escorca,11, , , , , , , , , , 
 07020,Esporles,439,19,102,94,8,7,26,88,55,40,224
 07021,Estellencs,27, , , , , , , , , , 
 07022,Felanitx,"1,642",95,399,492,15,28,86,306,98,123,656
 07023,Ferreries,334,40,47,106, , , , , , ,141
 07024,Formentera,882,23,125,403,13,7,65,149,33,64,331
 07025,Fornalutx,41, , , , , , , , , , 
 07026,Eivissa,"5,743",173,916,"1,795",67,99,535,"1,276",362,520,"2,859"
 07027,Inca,"2,216",138,513,712,35,46,117,339,127,189,853
 07028,Lloret de Vistalegre,91,6,32,28, , , , , , ,25
 07029,Lloseta,379,31,94,128,4,7,9,53,20,33,126
 07030,Llubí,155,12,44,50, , , , , , ,49
 07031,Llucmajor,"2,876",156,561,909,46,59,161,517,201,266,"1,250"
 07032,Maó-Mahón,"2,491",136,349,820,33,52,191,513,180,217,"1,186"
 07033,Manacor,"3,487",279,709,"1,150",43,50,201,537,230,288,"1,349"
 07034,Mancor de la Vall,100,7,28,33, , , , , , ,32
 07035,Maria de la Salut,150,17,37,49, , , , , , ,47
 07036,Marratxí,"2,814",165,493,984,55,54,124,464,187,288,"1,172"
 07037,"Mercadal, Es",403,18,69,128, , , , , , ,188
 07038,Montuïri,197,15,47,69, , , , , , ,66
 07039,Muro,541,38,143,189,5,6,18,63,23,56,171
 07040,Palma,"37,255","1,468","5,686","11,058",795,754,"2,797","8,335","3,080","3,282","19,043"
 07041,Petra,222,33,52,67, , , , , , ,70
 07042,Pollença,"1,579",84,265,533,16,20,188,313,65,95,697
 07043,Porreres,421,54,97,122,7,6,20,59,26,30,148
 07044,"Pobla, Sa",883,83,193,304,8,15,51,114,48,67,303
 07045,Puigpunyent,162,10,29,32, , , , , , ,91
 07046,Sant Antoni de Portmany,"1,891",80,314,728,25,20,131,327,95,171,769
 07047,Sencelles,260,18,47,70, , , , , , ,125
 07048,Sant Josep de sa Talaia,"2,026",74,390,693,21,21,155,395,91,186,869
 07049,Sant Joan,161,14,45,53, , , , , , ,49
 07050,Sant Joan de Labritja,508,18,84,187,.,.,35,105,24,46,219
 07051,Sant Llorenç des Cardassar,683,38,130,237,.,.,57,108,37,69,278
 07052,Sant Lluís,559,35,103,157,7,9,35,127,41,45,264
 07053,Santa Eugènia,115,4,19,32, , , , , , ,60
 07054,Santa Eulària des Riu,"3,382",160,632,"1,167",28,42,236,689,171,257,"1,423"
 07055,Santa Margalida,739,34,138,313,6,19,40,90,35,64,254
 07056,Santa María del Camí,591,41,130,170,7,12,30,106,42,53,250
 07057,Santanyí,"1,317",61,247,485,10,8,116,220,66,104,524
 07058,Selva,327,19,53,116, , , , , , ,139
 07059,"Salines, Ses",413,19,92,144, , , , , , ,158
 07060,Sineu,329,41,69,97, , , , , , ,122
 07061,Sóller,"1,167",51,267,407,8,28,70,190,62,84,442
 07062,Son Servera,740,17,146,272,7,16,55,131,40,56,305
 07063,Valldemossa,198,7,25,68, , , , , , ,98
 07064,"Castell, Es",495,30,87,156,8,11,30,87,28,58,222
 07065,Vilafranca de Bonany,251,22,76,84, , , , , , ,69
 07901,Ariany,44, , , , , , , , , , 
 07902,"Migjorn Gran, Es",117,4,34,29, , , , , , ,50
 08 Ba,celona,"470,067","26,925","53,401","154,043","13,188","9,756","34,378","97,128","42,019","39,229","235,698"
 08001,Abrera,747,66,96,320,19,13,45,92,42,54,265
 08002,Aguilar de Segarra,29, , , , , , , , , , 
 08003,Alella,"1,122",36,87,324,31,38,117,279,144,66,675
 08004,Alpens,19, , , , , , , , , , 
 08005,"Ametlla del Vallès, L'","1,066",73,131,325,19,36,86,221,105,70,537
 08006,Arenys de Mar,"1,246",59,170,418,46,34,63,223,137,96,599
 08007,Arenys de Munt,751,83,116,252,13,12,36,115,56,68,300
 08008,Argençola,26, , , , , , , , , , 
 08009,Argentona,"1,172",114,178,353,14,25,89,192,105,102,527
 08010,Artés,357,52,56,113,5,7,20,42,32,30,136
 08011,Avià,185,15,43,55, , , , , , ,72
 08012,Avinyó,146,23,25,49, , , , , , ,49
 08013,Avinyonet del Penedès,153,19,26,64, , , , , , ,44
 08014,Aiguafreda,199,14,36,56, , , , , , ,93
 08015,Badalona,"13,476",802,"1,842","5,887",236,223,787,"1,734",830,"1,135","4,945"
 08016,Bagà,178,9,51,60, , , , , , ,58
 08017,Balenyà,336,43,74,120, , , , , , ,99
 08018,Balsareny,176,24,31,69, , , , , , ,52
 08019,Barcelona,"183,284","5,471","14,884","51,935","7,306","4,040","15,070","50,411","18,816","15,351","110,994"
 08020,Begues,637,26,59,195,20,11,57,157,71,41,357
 08021,Bellprat,., , , , , , , , , , 
 08022,Berga,"1,244",89,206,406,16,29,93,182,117,106,543
 08023,Bigues i Riells,826,65,126,304,10,15,49,129,53,75,331
 08024,Borredà,48, , , , , , , , , , 
 08025,"Bruc, El",162,11,23,74, , , , , , ,54
 08026,"Brull, El",29, , , , , , , , , , 
 08027,"Cabanyes, Les",85, , , , , , , , , , 
 08028,Cabrera d'Anoia,69,6,16,26, , , , , , ,21
 08029,Cabrera de Mar,796,106,61,265, , , , , , ,364
 08030,Cabrils,877,34,83,243,16,31,70,255,89,56,517
 08031,Calaf,293,34,46,97, , , , , , ,116
 08032,Caldes d'Estrac,255,4,21,75, , , , , , ,155
 08033,Caldes de Montbui,"1,601",147,223,563,20,22,127,248,117,134,668
 08034,Calders,102, , , , , , , , , , 
 08035,Calella,"1,418",40,169,558,24,22,104,231,120,150,651
 08036,Calonge de Segarra,11, , , , , , , , , , 
 08037,Calldetenes,241,21,47,77, , , , , , ,96
 08038,Callús,147,16,24,50, , , , , , ,57
 08039,Campins,74, , , , , , , , , , 
 08040,Canet de Mar,"1,096",71,161,368,25,28,59,180,107,97,496
 08041,Canovelles,975,100,146,398,11,16,94,102,42,66,331
 08042,Cànoves i Samalús,258,12,50,92, , , , , , ,104
 08043,Canyelles,356,15,77,129, , , , , , ,135
 08044,Capellades,279,31,38,95,.,.,27,36,24,22,115
 08045,Capolat,6, , , , , , , , , , 
 08046,Cardedeu,"1,601",115,206,477,37,26,85,315,180,160,803
